dataset,split,image_id,class_name,left_hip_angle,right_hip_angle,left_knee_angle,right_knee_angle,torso_angle,torso_tilt,spine_curvature,torso_to_leg_ratio,hip_width_ratio,shoulder_width_ratio,body_aspect_ratio,ankle_spread_ratio,is_horizontal,leg_spread_angle,shoulder_symmetry,avg_knee_angle,com_x_norm,com_y_norm,norm_X11,norm_Y11,norm_X12,norm_Y12,norm_X23,norm_Y23,norm_X24,norm_Y24,norm_X25,norm_Y25,norm_X26,norm_Y26,norm_X27,norm_Y27,norm_X28,norm_Y28
human_fall,train,-12-_JPG_jpg.rf.978533ea530e34baddbb491c6c89717b,normal,134.72334602990597,94.99491747106057,136.68400914727033,98.21029110914293,0.9298655922863194,0.01623087,2.4467163,0.7284677391147838,0.4734807416036428,0.6273322825956995,3.782276867014584,0.7433651201157931,0.0,3.827252418783205,0.004598854593232656,117.44715012820663,-0.07888372274212478,-0.49993415126431967,0.2974267428470508,-0.9975688246206327,-0.32988868615567063,-1.0021676792138654,0.23533648675130323,0.02574378735693604,-0.23533648675130323,-0.025743989802497338,0.3267056345953776,0.12791866948086805,-0.5027429822045528,0.023942021861381238,0.2927988373157718,1.4128736456676207,-0.45056628280002137,1.3142502660255446
human_fall,train,-12-_JPG_jpg.rf.a55260ffa92792124c7141b2ee420ee8,normal,134.72334602990597,94.99491747106057,136.68400914727033,98.21029110914293,0.9298655922863194,0.01623087,2.4467163,0.7284677391147838,0.4734807416036428,0.6273322825956995,3.782276867014584,0.7433651201157931,0.0,3.827252418783205,0.004598854593232656,117.44715012820663,-0.07888372274212478,-0.49993415126431967,0.2974267428470508,-0.9975688246206327,-0.32988868615567063,-1.0021676792138654,0.23533648675130323,0.02574378735693604,-0.23533648675130323,-0.025743989802497338,0.3267056345953776,0.12791866948086805,-0.5027429822045528,0.023942021861381238,0.2927988373157718,1.4128736456676207,-0.45056628280002137,1.3142502660255446
human_fall,train,-12-_JPG_jpg.rf.c55dac3db10afa752c20363bdc27d6b4,normal,141.54578644015993,103.28614730509852,144.12782193738326,108.14180797969513,1.8842387076881535,0.03288145,4.9217224,0.7394347041344729,0.47096594592199426,0.6163094503470768,3.8168884930472213,0.8192265347253983,0.0,1.086785437801186,0.004144357441952123,126.1348149585392,-0.07445530713247621,-0.4997296459945304,0.27526631701451176,-1.001531470710037,-0.3410292182248063,-0.9973871132680847,0.2344195121248077,0.022355512608607582,-0.23441930824044493,-0.022355512608607582,0.32887424416976324,0.15155499445003232,-0.5140161291201145,0.07679814234502463,0.335157960230223,1.3617974843883949,-0.4840685744951754,1.3161053676175478
human_fall,train,-130-Artofit-1-_jpg.rf.788b78b2d5383acb6fbf5a18bb99fff2,normal,111.4495109988982,105.05359344429388,161.16571539157644,22.18642744560773,2.115906872936299,0.03692094,7.4885254,4.504681453172302,0.3637306569897518,0.5275610034864097,2.3163032646433286,0.3560593202497168,0.0,180.0,0.009056150299272158,91.67607141859209,-0.19859163064685137,-0.4996592389844283,0.22682068736067357,-1.0038463274256677,-0.30066256494749505,-0.9947901771263955,0.17968729869414982,0.028061141251960617,-0.1796875996179166,-0.02806084032819384,-0.018697296401158917,0.09572926683958399,-0.4832316600941854,0.09572926683958399,-0.02056212098387634,0.09572926683958399,-0.37662144123359315,0.09572926683958399
human_fall,train,-37315983-_yythk-1-_jpg.rf.f4ee3b720514b83ec4de762141669a29,normal,178.14459266631962,175.76362709764024,155.3364350410768,157.24201889300022,2.7733457004031563,0.048384354,6.458496,0.6549795959867273,0.3655768774270314,0.5720991567519929,4.41665588989541,0.13497581961517674,0.0,7.498707158750755,0.01451048188753677,156.28922696703853,0.3490938195730598,-0.499414259162646,0.23757331823841685,-1.006083930737764,-0.3343417954383582,-0.9915734488502271,0.18243584190264014,-0.011349856429959356,-0.182435613277702,0.011349856429959356,0.12344740710851532,0.6591261539619225,-0.13148814618356305,0.6770597227360432,0.4165816150681791,1.4807250774763283,0.28160579545300235,1.483123353077615
human_fall,train,-3D-TurboSquid-1186409_jpg.rf.57c5181c2d7c82ed14084ea6edbf36e3,normal,173.65606447676183,155.00569348659025,168.92263997779492,157.0345769965616,9.93443951162031,0.17252149,22.478577,0.7573193461208887,0.45286603858017216,0.6616978739750924,3.5068072698661767,0.4225384970049104,0.0,5.178200131680288,0.10775689400257293,162.97860848717826,-0.38276555511373406,-0.49250289850186046,0.4989537928282652,-0.9311274085574989,-0.15391104969360891,-1.0388843025600718,0.22138451875423212,0.047548351772581404,-0.22138428453397482,-0.047548585992838704,-0.0392806109103434,0.6869841758424763,-0.525197235777083,0.5030795826605076,-0.17149630661127882,1.3608414773648831,-0.5940348036161892,1.1666461829584238
human_fall,train,-3D-_29-_yyth-1-_jpg.rf.046a7a7688f0619ffb956612740627e4,normal,166.71581688535693,175.9728936609798,148.69153193086404,156.26195561610447,0.12031795355572168,0.0020879188,0.30343628,0.6479800773216412,0.4167759192271922,0.6722065168501083,3.7834463861369994,0.13828897032061135,0.0,12.810775773292345,0.045520114147481,152.47674377348426,-0.20392979219772475,-0.4999988941182945,0.3332438408087983,-0.9772377311628485,-0.33741967827056407,-1.0227578453103296,0.20813313819350895,0.010304360861224318,-0.20813292820469967,-0.010304570850033619,0.2790280900681503,0.6776634960374214,-0.08148426755008753,0.6232648450438719,-0.1347853070374191,1.5552896756872472,-0.2730742773580304,1.492223316612168
human_fall,train,-3D-_29_jpg.rf.0d19a354360972df53fca46b763aa957,normal,171.91099304496726,178.76869441979855,179.11684764583495,172.32161389006149,0.952560378257659,0.016625814,2.4928894,0.6758429028769558,0.41916054285409665,0.6378440822522884,3.8875233909002875,0.22751702738988774,0.0,11.739671269022319,0.0012170119857457156,175.7192307679482,0.1068544461183115,-0.49993089798332885,0.3355472705216039,-1.0004702510768486,-0.3022956414290007,-0.999253239091103,0.2094931602756311,-0.006042013179839002,-0.2094931602756311,0.006042013179839002,0.22084223717790838,0.7458389619200823,-0.15607448550703498,0.7618059475011093,0.22061306157861918,1.4646046735148992,-0.00690396581126857,1.480770712147529
human_fall,train,-43843021-PIXTA_jpg.rf.6372fd498482442cdcb813ba54dc7346,normal,138.29367023950203,128.2681018575383,162.34349458499767,130.6967082327823,9.125527746238543,0.15859815,31.14685,1.0073859484073102,0.4223691942358498,0.6733263029914952,2.9594391157981073,0.10410072083960388,0.0,35.188661586806695,0.03693045388232498,146.52010140888999,-0.6885195554612715,-0.4936715798843449,0.4947545201432303,-1.0058084644068146,-0.17755822597660764,-0.9688780105244895,0.21066661089530156,0.014782157842874094,-0.21066661089530156,-0.014782313236798456,-0.3376231363119808,0.3673021327139089,-0.7151397778560393,0.35552793506492836,-0.6364692727384318,0.7284845418985562,-0.7405699935780357,0.6848169844254756
human_fall,train,-60-_jpg.rf.e795f8bb22fda45f6ad2ec2080771b97,normal,28.996398411448784,44.87598071698876,61.55385063044847,99.1302528181056,19.05075920636934,0.3264056,68.71437,1.1526051200066694,0.42081820373827755,0.7025637572604693,2.658263823876796,0.22753010975140756,0.0,37.48115427325359,0.05846122149328022,80.34205172427704,0.8190770393947585,-0.47261492339209266,0.6764692974006441,-0.9159991635555519,-0.0236579051725003,-0.9744603850488321,0.21017342666787042,0.009955981637957138,-0.21017342666787042,-0.00995612660194377,0.6438273216385666,-0.285580213378597,0.4009658206608694,-0.4249627965981039,0.7053119120370615,0.3167570381277764,0.932842021788469,0.13926255303857488
