dataset,split,image_id,image_path,label_path,img_exists,img_width,img_height,class_id,class_name,bbox_x_center,bbox_y_center,bbox_width,bbox_height,has_annotation
fire_smoke,train,00000034_jpg.rf.e816ae7c01ebb958107a8c3d7251eab5,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\images\00000034_jpg.rf.e816ae7c01ebb958107a8c3d7251eab5.jpg,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\labels\00000034_jpg.rf.e816ae7c01ebb958107a8c3d7251eab5.txt,True,640,640,1,Smoke,0.34453125,0.25234375,0.6328125,0.3328125,True
fire_smoke,train,00000133_jpg.rf.49cdc67d199d700a74ac752b7731b16f,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\images\00000133_jpg.rf.49cdc67d199d700a74ac752b7731b16f.jpg,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\labels\00000133_jpg.rf.49cdc67d199d700a74ac752b7731b16f.txt,True,640,640,1,Smoke,0.45703125,0.26015625,0.2109375,0.4921875,True
fire_smoke,train,00000284_jpg.rf.99e7adda4a571520233891659a4eb217,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\images\00000284_jpg.rf.99e7adda4a571520233891659a4eb217.jpg,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\labels\00000284_jpg.rf.99e7adda4a571520233891659a4eb217.txt,True,640,640,1,Smoke,0.3578125,0.26015625,0.634375,0.4609375,True
fire_smoke,train,00000345_jpg.rf.0d511dce5e146dd5c1e068d4cbf04cc7,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\images\00000345_jpg.rf.0d511dce5e146dd5c1e068d4cbf04cc7.jpg,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\labels\00000345_jpg.rf.0d511dce5e146dd5c1e068d4cbf04cc7.txt,True,640,640,1,Smoke,0.75390625,0.37109375,0.4921875,0.4453125,True
fire_smoke,train,00000405_jpg.rf.e74989df7c320be0caf8680fad1c4742,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\images\00000405_jpg.rf.e74989df7c320be0caf8680fad1c4742.jpg,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\labels\00000405_jpg.rf.e74989df7c320be0caf8680fad1c4742.txt,True,640,640,0,Fire,0.403125,0.42265625,0.19375,0.6265625,True
fire_smoke,train,00000405_jpg.rf.e74989df7c320be0caf8680fad1c4742,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\images\00000405_jpg.rf.e74989df7c320be0caf8680fad1c4742.jpg,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\labels\00000405_jpg.rf.e74989df7c320be0caf8680fad1c4742.txt,True,640,640,0,Fire,0.4828125,0.67421875,0.03125,0.0734375,True
fire_smoke,train,00000405_jpg.rf.e74989df7c320be0caf8680fad1c4742,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\images\00000405_jpg.rf.e74989df7c320be0caf8680fad1c4742.jpg,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\labels\00000405_jpg.rf.e74989df7c320be0caf8680fad1c4742.txt,True,640,640,0,Fire,0.63359375,0.728125,0.0578125,0.1125,True
fire_smoke,train,00000405_jpg.rf.e74989df7c320be0caf8680fad1c4742,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\images\00000405_jpg.rf.e74989df7c320be0caf8680fad1c4742.jpg,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\labels\00000405_jpg.rf.e74989df7c320be0caf8680fad1c4742.txt,True,640,640,1,Smoke,0.54453125,0.76328125,0.0734375,0.1609375,True
fire_smoke,train,00000405_jpg.rf.e74989df7c320be0caf8680fad1c4742,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\images\00000405_jpg.rf.e74989df7c320be0caf8680fad1c4742.jpg,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\labels\00000405_jpg.rf.e74989df7c320be0caf8680fad1c4742.txt,True,640,640,1,Smoke,0.53125,0.4296875,0.078125,0.16875,True
fire_smoke,train,00000405_jpg.rf.e74989df7c320be0caf8680fad1c4742,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\images\00000405_jpg.rf.e74989df7c320be0caf8680fad1c4742.jpg,D:\2. Semester 6\Konversi DBS\capstone\safewatch2\data\raw\fire_smoke_detection\train\labels\00000405_jpg.rf.e74989df7c320be0caf8680fad1c4742.txt,True,640,640,1,Smoke,0.61796875,0.60234375,0.1984375,0.1390625,True
