left_hip_angle,right_hip_angle,left_knee_angle,right_knee_angle,torso_angle,torso_tilt,spine_curvature,torso_to_leg_ratio,hip_width_ratio,shoulder_width_ratio,body_aspect_ratio,ankle_spread_ratio,is_horizontal,leg_spread_angle,shoulder_symmetry,avg_knee_angle,com_x_norm,com_y_norm,norm_X11,norm_Y11,norm_X12,norm_Y12,norm_X23,norm_Y23,norm_X24,norm_Y24,norm_X25,norm_Y25,norm_X26,norm_Y26,norm_X27,norm_Y27,norm_X28,norm_Y28,class_id
0.05887715262407233,-0.8258643179647234,0.10832896376133676,-0.7573250833996545,-0.8182614181584293,-1.0067173207664628,-0.841358418110269,-0.33678998490513395,0.42498247783071197,0.21497347999699012,-0.4055302899603731,0.45137862646108157,-0.5835034977417755,-0.5316928210944124,-0.8141582608106614,-0.33109713506169514,-0.1182423161010963,-0.6378431718194356,0.5044858857996037,-0.604200305616532,-0.3651553572856414,-0.6405285440785813,0.9378623288113688,0.4726922444896319,-0.9378623050206478,-0.47269541336777404,0.3990445966531306,-0.1968373989352864,-0.7005093565780033,-0.36722177138219153,0.18662400874982793,0.5223552461830767,-0.4099373674530572,0.42671962025218546,0
0.05887715262407233,-0.8258643179647234,0.10832896376133676,-0.7573250833996545,-0.8182614181584293,-1.0067173207664628,-0.841358418110269,-0.33678998490513395,0.42498247783071197,0.21497347999699012,-0.4055302899603731,0.45137862646108157,-0.5835034977417755,-0.5316928210944124,-0.8141582608106614,-0.33109713506169514,-0.1182423161010963,-0.6378431718194356,0.5044858857996037,-0.604200305616532,-0.3651553572856414,-0.6405285440785813,0.9378623288113688,0.4726922444896319,-0.9378623050206478,-0.47269541336777404,0.3990445966531306,-0.1968373989352864,-0.7005093565780033,-0.36722177138219153,0.18662400874982793,0.5223552461830767,-0.4099373674530572,0.42671962025218546,0
0.21327513228236034,-0.641442133292832,0.2727714010496165,-0.5356434558488725,-0.7946948637195066,-0.9614780457485855,-0.7956678687716996,-0.3228160560034889,0.4166071604121169,0.19136852374065164,-0.4021661559872357,0.5516404794180084,-0.5835034977417755,-0.6747805771108605,-0.8167699574400535,-0.13289174982051294,-0.11343246965823607,-0.6369980138101073,0.46704665785813987,-0.6121953832244407,-0.3842691173175344,-0.6308962886818041,0.9334466713015671,0.41955253414519234,-0.9334456658626006,-0.4195525315723815,0.4023535217523007,-0.16344454453605592,-0.7183319122831496,-0.2920703730772236,0.22803283263263868,0.4778868921486892,-0.443546205217769,0.42832574257736045,0
-0.4678307248514195,-0.6021287521895654,0.6491581808980991,-2.454255577431448,-0.7889742285297916,-0.9505028365341338,-0.7482826768265615,4.4748002648057925,0.05946896829723522,0.0013172593547861914,-0.548018007665671,-0.06050211495895497,-0.5835034977417755,8.666799004417506,-0.7885451097955889,-0.9190533561495269,-0.24826097418804347,-0.6367070430758961,0.38519954061030437,-0.6168658631701881,-0.3150122345003556,-0.6256637801358338,0.6698857152184082,0.5090362613990973,-0.6698871495789223,-0.5090315332763581,-0.12798084914440838,-0.24231384406797535,-0.6696624575002448,-0.26515389747830365,-0.11970690277978913,-0.6243879914680114,-0.33575736190726124,-0.6282596805707775,0
1.0415391257254167,0.9706775920560107,0.5203826332720156,0.5603235359227431,-0.7727399406315667,-0.919356982240182,-0.767297825565337,-0.4304273846179755,0.06561765158779069,0.09669394076110589,-0.34387077645740455,-0.35269599963529386,-0.5835034977417755,-0.33999548494564485,-0.757202648386262,0.5550683597820534,0.34659803335565675,-0.6356946160674548,0.40336571672282034,-0.6213804758134317,-0.37279553656046205,-0.6191824662810514,0.6831212237143939,-0.10906266999238828,-0.6831201076050526,0.10906263689225615,0.08890751227976332,0.5536402750770167,-0.11356499708817952,0.5613879719992878,0.3076298013869049,0.5814286263244482,0.32456320993332755,0.5729276966210192,0
0.9399596845821264,0.5089579747673993,0.820517620043773,0.555693220350196,-0.5959094071423404,-0.5820789994050108,-0.47155459433112823,-0.30002773534222393,0.3563269275720705,0.28856602526457625,-0.43230501095902185,0.027359751034812602,-0.5835034977417755,-0.4611559096572501,-0.22137675918622718,0.7076837595607518,-0.448298272750216,-0.607132066927082,0.8449584569330882,-0.47014738597162337,-0.06323132947064908,-0.7145080472146231,0.8706771412580012,0.8146622213357163,-0.87067599186076,-0.8146658654720665,-0.15938744570656288,0.5929974454375324,-0.7360089547036576,0.31402114514303414,-0.2672549793337615,0.4770545653309302,-0.5538621557728728,0.2989259651105878,0
0.782895622163833,0.9753323172973039,0.3735890351794875,0.5384475198864412,-0.8382517638535857,-1.045143421172648,-0.8809250444309799,-0.43934605774185703,0.23613179304804569,0.3110698654558511,-0.4054166166238982,-0.3483171908487469,-0.5835034977417755,-0.06263692411095585,-0.5790106579110444,0.46808817409790654,-0.2540589253313237,-0.638110734321077,0.5649975612035399,-0.563180071565534,-0.37807624608995133,-0.6820152092041308,0.8068656066773503,0.2305493508913112,-0.8068645761240961,-0.2305526544140285,0.3262968666715169,0.5798294041266225,-0.03451014939624855,0.4849018386391511,-0.23136756686334703,0.6463466794558925,-0.23188089090772085,0.5808063242143152,0
0.9004671441967942,1.0375194347900507,1.0457194624896176,0.8969155394732847,-0.8177010105982813,-1.0056442662402745,-0.8405060265530664,-0.40384369746169785,0.24407358328768577,0.23748408031027884,-0.39530068080463315,-0.23038938283790936,-0.5835034977417755,-0.11856240726353434,-0.8335914891911347,0.9983556485769551,0.08349395924990899,-0.6378297269997064,0.5688891213529952,-0.6100542550149183,-0.31781409636723235,-0.6346563038627885,0.813414742876866,-0.025817575123908296,-0.813414723295431,0.02581754764146838,0.23751526609240275,0.6761461288623585,-0.15243536802012558,0.6818810621823382,0.11605767336132868,0.5673937456172771,0.035135912001074306,0.5708908113435659,0
0.13967680957060866,-0.08576743506883436,0.6751766860129588,-0.03219498342313846,-0.6158840510709133,-0.6199084208081941,-0.3115314916863757,0.018603072247009553,0.25475972928511315,0.3134678428801373,-0.4855073598223061,-0.39350191697018017,-0.5835034977417755,1.1057776153339491,-0.6283697940440828,0.332189907109497,-0.78038765202115,-0.6119618712239479,0.8378639395067788,-0.620824691964807,-0.10380268190697604,-0.5734539352295644,0.8190654510768648,0.30077648778552424,-0.8190654313043015,-0.30077893033501074,-0.6146068093538801,0.1413580330429494,-1.0363032347601167,0.10423063200007453,-0.7217965831226995,-0.07349331019733785,-0.7008633660501172,-0.11823535695441076,0
-2.333819027351765,-1.9406620011350582,-1.551383166126009,-0.736790595910443,-0.3707980320398803,-0.16397911500631163,0.38199432470966915,0.20363898468422906,0.24959428470240377,0.3760786867630301,-0.5147805881435257,-0.2303720926013144,-0.5835034977417755,1.2254753297980214,-0.5046466132951357,-1.1776342042503238,0.8570621174263066,-0.5249411215755644,1.1448644013879374,-0.4396244752364364,0.16024339618211678,-0.5847017367971566,0.8166905406108088,0.22508557584663028,-0.8166905209185741,-0.22508785992701913,0.8829177299928131,-0.7810190772454397,0.7282310475824738,-1.0054794509920264,0.5898826242548968,-0.4319549475800281,0.9778705381773152,-0.5905691394414749,0
